task_idx,task_id,recipient_condition,recipient_wording,recipient_label,donor_type,donor_condition,donor_label,config,family,boundary,hidden_indices,common_suffix_tokens,baseline_margin,patched_margin,raw_margin_shift,signed_transfer_effect
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H17,prefix,17,"15,16,17",103,-0.038257718086242676,-0.0046318769454956055,0.03362584114074707,0.03362584114074707
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H17,prefix,17,"15,16,17",103,0.36429792642593384,0.36455172300338745,0.0002537965774536133,-0.0002537965774536133
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H17,prefix,17,"15,16,17",96,0.12719666957855225,0.14464318752288818,0.017446517944335938,0.017446517944335938
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H17,prefix,17,"15,16,17",96,0.3710913062095642,0.3591732978820801,-0.01191800832748413,0.01191800832748413
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H18,prefix,18,"15,16,17,18",103,-0.038257718086242676,0.0600130558013916,0.09827077388763428,0.09827077388763428
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H18,prefix,18,"15,16,17,18",103,0.36429792642593384,0.26698046922683716,-0.09731745719909668,0.09731745719909668
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H18,prefix,18,"15,16,17,18",96,0.12719666957855225,0.19284653663635254,0.06564986705780029,0.06564986705780029
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H18,prefix,18,"15,16,17,18",96,0.3710913062095642,0.2998490333557129,-0.07124227285385132,0.07124227285385132
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H19,prefix,19,"15,16,17,18,19",103,-0.038257718086242676,0.06749927997589111,0.10575699806213379,0.10575699806213379
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H19,prefix,19,"15,16,17,18,19",103,0.36429792642593384,0.2509247064590454,-0.11337321996688843,0.11337321996688843
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H19,prefix,19,"15,16,17,18,19",96,0.12719666957855225,0.2001856565475464,0.07298898696899414,0.07298898696899414
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H19,prefix,19,"15,16,17,18,19",96,0.3710913062095642,0.27251601219177246,-0.09857529401779175,0.09857529401779175
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H20,prefix,20,"15,16,17,18,19,20",103,-0.038257718086242676,0.07319474220275879,0.11145246028900146,0.11145246028900146
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H20,prefix,20,"15,16,17,18,19,20",103,0.36429792642593384,0.21831607818603516,-0.14598184823989868,0.14598184823989868
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H20,prefix,20,"15,16,17,18,19,20",96,0.12719666957855225,0.2465665340423584,0.11936986446380615,0.11936986446380615
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H20,prefix,20,"15,16,17,18,19,20",96,0.3710913062095642,0.22194814682006836,-0.14914315938949585,0.14914315938949585
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H16_H20,suffix,16,"16,17,18,19,20",103,-0.038257718086242676,0.07569670677185059,0.11395442485809326,0.11395442485809326
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H16_H20,suffix,16,"16,17,18,19,20",103,0.36429792642593384,0.2202855348587036,-0.14401239156723022,0.14401239156723022
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H16_H20,suffix,16,"16,17,18,19,20",96,0.12719666957855225,0.25519561767578125,0.127998948097229,0.127998948097229
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H16_H20,suffix,16,"16,17,18,19,20",96,0.3710913062095642,0.2195451259613037,-0.1515461802482605,0.1515461802482605
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H17_H20,suffix,17,"17,18,19,20",103,-0.038257718086242676,0.06280982494354248,0.10106754302978516,0.10106754302978516
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H17_H20,suffix,17,"17,18,19,20",103,0.36429792642593384,0.22814655303955078,-0.13615137338638306,0.13615137338638306
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H17_H20,suffix,17,"17,18,19,20",96,0.12719666957855225,0.2656649351119995,0.13846826553344727,0.13846826553344727
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H17_H20,suffix,17,"17,18,19,20",96,0.3710913062095642,0.21925318241119385,-0.15183812379837036,0.15183812379837036
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H18_H20,suffix,18,"18,19,20",103,-0.038257718086242676,0.07042515277862549,0.10868287086486816,0.10868287086486816
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H18_H20,suffix,18,"18,19,20",103,0.36429792642593384,0.2256845235824585,-0.13861340284347534,0.13861340284347534
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H18_H20,suffix,18,"18,19,20",96,0.12719666957855225,0.2519418001174927,0.12474513053894043,0.12474513053894043
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H18_H20,suffix,18,"18,19,20",96,0.3710913062095642,0.22834563255310059,-0.14274567365646362,0.14274567365646362
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H19_H20,suffix,19,"19,20",103,-0.038257718086242676,0.04116702079772949,0.07942473888397217,0.07942473888397217
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H19_H20,suffix,19,"19,20",103,0.36429792642593384,0.26897549629211426,-0.09532243013381958,0.09532243013381958
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H19_H20,suffix,19,"19,20",96,0.12719666957855225,0.24583661556243896,0.11863994598388672,0.11863994598388672
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H19_H20,suffix,19,"19,20",96,0.3710913062095642,0.24963903427124023,-0.12145227193832397,0.12145227193832397
0,task_000,canonical_test,canonical,0,self,canonical_test,0,single_H20,control,20,20,268,-0.038257718086242676,-0.038257718086242676,0.0,0.0
0,task_000,canonical_impl,canonical,1,self,canonical_impl,1,single_H20,control,20,20,268,0.36429792642593384,0.36429792642593384,0.0,0.0
0,task_000,paraphrase_test,paraphrase,0,self,paraphrase_test,0,single_H20,control,20,20,252,0.12719666957855225,0.11754500865936279,-0.009651660919189453,-0.009651660919189453
0,task_000,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,single_H20,control,20,20,252,0.3710913062095642,0.3526381254196167,-0.01845318078994751,-0.01845318078994751
0,task_000,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,single_H20,control,20,20,69,-0.038257718086242676,-0.11058688163757324,-0.07232916355133057,0.07232916355133057
0,task_000,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,single_H20,control,20,20,69,0.36429792642593384,0.3545662760734558,-0.009731650352478027,-0.009731650352478027
0,task_000,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,single_H20,control,20,20,69,0.12719666957855225,0.14257073402404785,0.015374064445495605,-0.015374064445495605
0,task_000,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,single_H20,control,20,20,69,0.3710913062095642,0.3560293912887573,-0.015061914920806885,-0.015061914920806885
0,task_000,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,single_H20,control,20,20,69,-0.038257718086242676,-0.016017138957977295,0.02224057912826538,0.02224057912826538
0,task_000,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,single_H20,control,20,20,69,0.36429792642593384,0.24735575914382935,-0.11694216728210449,0.11694216728210449
0,task_000,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,single_H20,control,20,20,69,0.12719666957855225,0.2274233102798462,0.10022664070129395,0.10022664070129395
0,task_000,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,single_H20,control,20,20,69,0.3710913062095642,0.2691992521286011,-0.10189205408096313,0.10189205408096313
0,task_000,canonical_test,canonical,0,self,canonical_test,0,full_H15_H20,control,20,"15,16,17,18,19,20",268,-0.038257718086242676,-0.038257718086242676,0.0,0.0
0,task_000,canonical_impl,canonical,1,self,canonical_impl,1,full_H15_H20,control,20,"15,16,17,18,19,20",268,0.36429792642593384,0.36429792642593384,0.0,0.0
0,task_000,paraphrase_test,paraphrase,0,self,paraphrase_test,0,full_H15_H20,control,20,"15,16,17,18,19,20",252,0.12719666957855225,0.13244843482971191,0.005251765251159668,0.005251765251159668
0,task_000,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,full_H15_H20,control,20,"15,16,17,18,19,20",252,0.3710913062095642,0.370327889919281,-0.0007634162902832031,-0.0007634162902832031
0,task_000,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,full_H15_H20,control,20,"15,16,17,18,19,20",69,-0.038257718086242676,-0.08153414726257324,-0.043276429176330566,0.043276429176330566
0,task_000,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,full_H15_H20,control,20,"15,16,17,18,19,20",69,0.36429792642593384,0.3488098978996277,-0.015488028526306152,-0.015488028526306152
0,task_000,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,full_H15_H20,control,20,"15,16,17,18,19,20",69,0.12719666957855225,0.10679471492767334,-0.020401954650878906,0.020401954650878906
0,task_000,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,full_H15_H20,control,20,"15,16,17,18,19,20",69,0.3710913062095642,0.34473085403442383,-0.02636045217514038,-0.02636045217514038
0,task_000,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,full_H15_H20,control,20,"15,16,17,18,19,20",69,-0.038257718086242676,0.06147575378417969,0.09973347187042236,0.09973347187042236
0,task_000,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,full_H15_H20,control,20,"15,16,17,18,19,20",69,0.36429792642593384,0.19318395853042603,-0.1711139678955078,0.1711139678955078
0,task_000,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,full_H15_H20,control,20,"15,16,17,18,19,20",69,0.12719666957855225,0.24332988262176514,0.11613321304321289,0.11613321304321289
0,task_000,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,full_H15_H20,control,20,"15,16,17,18,19,20",69,0.3710913062095642,0.20253002643585205,-0.16856127977371216,0.16856127977371216
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,single_H15,single,15,15,121,0.10810762643814087,0.09842318296432495,-0.009684443473815918,-0.009684443473815918
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,single_H15,single,15,15,121,0.29177290201187134,0.3304505944252014,0.03867769241333008,-0.03867769241333008
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,single_H15,single,15,15,114,0.13086384534835815,0.12118417024612427,-0.009679675102233887,-0.009679675102233887
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,single_H15,single,15,15,114,0.3174154758453369,0.32374370098114014,0.006328225135803223,-0.006328225135803223
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,single_H16,single,16,16,121,0.10810762643814087,0.1039324402809143,-0.0041751861572265625,-0.0041751861572265625
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,single_H16,single,16,16,121,0.29177290201187134,0.32109636068344116,0.029323458671569824,-0.029323458671569824
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,single_H16,single,16,16,114,0.13086384534835815,0.11358296871185303,-0.017280876636505127,-0.017280876636505127
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,single_H16,single,16,16,114,0.3174154758453369,0.31273120641708374,-0.004684269428253174,0.004684269428253174
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,single_H17,single,17,17,121,0.10810762643814087,0.11499893665313721,0.006891310214996338,0.006891310214996338
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,single_H17,single,17,17,121,0.29177290201187134,0.30541354417800903,0.013640642166137695,-0.013640642166137695
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,single_H17,single,17,17,114,0.13086384534835815,0.14257091283798218,0.011707067489624023,0.011707067489624023
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,single_H17,single,17,17,114,0.3174154758453369,0.2859296202659607,-0.03148585557937622,0.03148585557937622
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,single_H18,single,18,18,121,0.10810762643814087,0.15046656131744385,0.04235893487930298,0.04235893487930298
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,single_H18,single,18,18,121,0.29177290201187134,0.2567388415336609,-0.03503406047821045,0.03503406047821045
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,single_H18,single,18,18,114,0.13086384534835815,0.17495805025100708,0.044094204902648926,0.044094204902648926
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,single_H18,single,18,18,114,0.3174154758453369,0.24241536855697632,-0.0750001072883606,0.0750001072883606
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,single_H19,single,19,19,121,0.10810762643814087,0.12485021352767944,0.016742587089538574,0.016742587089538574
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,single_H19,single,19,19,121,0.29177290201187134,0.2753484845161438,-0.01642441749572754,0.01642441749572754
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,single_H19,single,19,19,114,0.13086384534835815,0.16150254011154175,0.030638694763183594,0.030638694763183594
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,single_H19,single,19,19,114,0.3174154758453369,0.26027655601501465,-0.057138919830322266,0.057138919830322266
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,single_H20,single,20,20,121,0.10810762643814087,0.12543225288391113,0.017324626445770264,0.017324626445770264
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,single_H20,single,20,20,121,0.29177290201187134,0.2536689043045044,-0.03810399770736694,0.03810399770736694
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,single_H20,single,20,20,114,0.13086384534835815,0.19432085752487183,0.06345701217651367,0.06345701217651367
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,single_H20,single,20,20,114,0.3174154758453369,0.23083537817001343,-0.08658009767532349,0.08658009767532349
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H16,prefix,16,"15,16",121,0.10810762643814087,0.10364115238189697,-0.0044664740562438965,-0.0044664740562438965
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H16,prefix,16,"15,16",121,0.29177290201187134,0.3210815191268921,0.029308617115020752,-0.029308617115020752
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H16,prefix,16,"15,16",114,0.13086384534835815,0.11359095573425293,-0.017272889614105225,-0.017272889614105225
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H16,prefix,16,"15,16",114,0.3174154758453369,0.31325143575668335,-0.0041640400886535645,0.0041640400886535645
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H17,prefix,17,"15,16,17",121,0.10810762643814087,0.1152772307395935,0.007169604301452637,0.007169604301452637
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H17,prefix,17,"15,16,17",121,0.29177290201187134,0.30552566051483154,0.013752758502960205,-0.013752758502960205
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H17,prefix,17,"15,16,17",114,0.13086384534835815,0.14168018102645874,0.010816335678100586,0.010816335678100586
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H17,prefix,17,"15,16,17",114,0.3174154758453369,0.26897841691970825,-0.04843705892562866,0.04843705892562866
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H18,prefix,18,"15,16,17,18",121,0.10810762643814087,0.15061688423156738,0.042509257793426514,0.042509257793426514
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H18,prefix,18,"15,16,17,18",121,0.29177290201187134,0.25703734159469604,-0.03473556041717529,0.03473556041717529
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H18,prefix,18,"15,16,17,18",114,0.13086384534835815,0.17480188608169556,0.0439380407333374,0.0439380407333374
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H18,prefix,18,"15,16,17,18",114,0.3174154758453369,0.24307459592819214,-0.07434087991714478,0.07434087991714478
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,prefix_H15_H19,prefix,19,"15,16,17,18,19",121,0.10810762643814087,0.1470521092414856,0.03894448280334473,0.03894448280334473
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,prefix_H15_H19,prefix,19,"15,16,17,18,19",121,0.29177290201187134,0.24956226348876953,-0.04221063852310181,0.04221063852310181
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,prefix_H15_H19,prefix,19,"15,16,17,18,19",114,0.13086384534835815,0.19182872772216797,0.060964882373809814,0.060964882373809814
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,prefix_H15_H19,prefix,19,"15,16,17,18,19",114,0.3174154758453369,0.22853106260299683,-0.08888441324234009,0.08888441324234009
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H20,prefix,20,"15,16,17,18,19,20",121,0.10810762643814087,0.1453005075454712,0.03719288110733032,0.03719288110733032
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H20,prefix,20,"15,16,17,18,19,20",121,0.29177290201187134,0.23681825399398804,-0.0549546480178833,0.0549546480178833
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H20,prefix,20,"15,16,17,18,19,20",114,0.13086384534835815,0.23391485214233398,0.10305100679397583,0.10305100679397583
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H20,prefix,20,"15,16,17,18,19,20",114,0.3174154758453369,0.19196045398712158,-0.12545502185821533,0.12545502185821533
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H16_H20,suffix,16,"16,17,18,19,20",121,0.10810762643814087,0.1457347869873047,0.03762716054916382,0.03762716054916382
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H16_H20,suffix,16,"16,17,18,19,20",121,0.29177290201187134,0.22890591621398926,-0.06286698579788208,0.06286698579788208
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H16_H20,suffix,16,"16,17,18,19,20",114,0.13086384534835815,0.23398131132125854,0.10311746597290039,0.10311746597290039
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H16_H20,suffix,16,"16,17,18,19,20",114,0.3174154758453369,0.19948726892471313,-0.11792820692062378,0.11792820692062378
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H17_H20,suffix,17,"17,18,19,20",121,0.10810762643814087,0.1462079882621765,0.038100361824035645,0.038100361824035645
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H17_H20,suffix,17,"17,18,19,20",121,0.29177290201187134,0.24524134397506714,-0.0465315580368042,0.0465315580368042
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H17_H20,suffix,17,"17,18,19,20",114,0.13086384534835815,0.22577887773513794,0.09491503238677979,0.09491503238677979
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H17_H20,suffix,17,"17,18,19,20",114,0.3174154758453369,0.1992834210395813,-0.11813205480575562,0.11813205480575562
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H18_H20,suffix,18,"18,19,20",121,0.10810762643814087,0.14617955684661865,0.03807193040847778,0.03807193040847778
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H18_H20,suffix,18,"18,19,20",121,0.29177290201187134,0.23712241649627686,-0.05465048551559448,0.05465048551559448
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H18_H20,suffix,18,"18,19,20",114,0.13086384534835815,0.22578471899032593,0.09492087364196777,0.09492087364196777
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,suffix_H18_H20,suffix,18,"18,19,20",114,0.3174154758453369,0.19926917552947998,-0.11814630031585693,0.11814630031585693
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,suffix_H19_H20,suffix,19,"19,20",121,0.10810762643814087,0.1237022876739502,0.015594661235809326,0.015594661235809326
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,suffix_H19_H20,suffix,19,"19,20",121,0.29177290201187134,0.2536483407020569,-0.03812456130981445,0.03812456130981445
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,suffix_H19_H20,suffix,19,"19,20",114,0.13086384534835815,0.20253372192382812,0.07166987657546997,0.07166987657546997
