phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value,source_L,kv_head,readers
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.2246900349855423,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_sufficiency,0.0008350089192390442,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_necessity_loss,2.021465726196766,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.2565121129155159,30,4,"0,16,18"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.24788810312747955,30,4,"0,16,18"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.020029649138450623,30,4,"1,17,19"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.02865365892648697,30,4,"1,17,19"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_necessity,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_sufficiency,0.22785845398902893,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_necessity,0.22785845398902893,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_verified_v_effect,0.22785845398902893,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_leakage_ratio,0.0,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_sufficiency,0.1386485993862152,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_necessity_loss,0.20597881078720093,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,cross_selected_V_sufficiency,0.14630389213562012,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,same_state_selected_V_control,0.0076048970222473145,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,matched_negative_ISSUE_V_sufficiency,0.011145099997520447,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.13414600491523743,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,runner_up_V_sufficiency,0.011145099997520447,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,runner_up_V_necessity_loss,2.081261619925499,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.16706475615501404,30,4,"0,16,18"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.14931856095790863,30,4,"0,16,18"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.01066996157169342,30,4,"1,17,19"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.028416156768798828,30,4,"1,17,19"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,-0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_necessity,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_sufficiency,0.1386485993862152,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_necessity,0.1386485993862152,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_verified_v_effect,0.1386485993862152,30,4,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_leakage_ratio,0.0,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_sufficiency,0.17686539888381958,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_necessity_loss,0.2197210192680359,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,cross_selected_V_sufficiency,0.1740996539592743,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,same_state_selected_V_control,-0.006874352693557739,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,matched_negative_ISSUE_V_sufficiency,8.940696716308594e-06,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.17534762620925903,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_sufficiency,0.0015803873538970947,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_necessity_loss,2.0131935626268387,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.22103151679039001,30,4,"0,16,18"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.20781075954437256,30,4,"0,16,18"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.03094536066055298,30,4,"1,17,19"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.044166117906570435,30,4,"1,17,19"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,-0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_necessity,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_sufficiency,0.17686539888381958,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_necessity,0.17686539888381958,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_verified_v_effect,0.17686539888381958,30,4,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_leakage_ratio,0.0,30,4,
confirmation,exp12_test_edit_02,test_edit,direct,0,direct,1,direct_opposite_label,USER_END,direct_V_sufficiency,0.028117671608924866,30,4,
confirmation,exp12_test_edit_02,test_edit,direct,1,direct,0,direct_opposite_label,USER_END,direct_V_sufficiency,0.0305195152759552,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,selected_V_sufficiency,0.18986480683088303,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,selected_V_necessity_loss,0.15760000050067902,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,cross_selected_V_sufficiency,0.19978069514036179,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,same_state_selected_V_control,-0.0013375133275985718,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,matched_negative_ISSUE_V_sufficiency,0.0021305903792381287,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.18850045651197433,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,runner_up_V_sufficiency,0.0021305903792381287,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,runner_up_V_necessity_loss,1.915964037179947,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.20974694937467575,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.2034503072500229,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.013585500419139862,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.019882142543792725,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_necessity,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_sufficiency,0.18986480683088303,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_necessity,0.18986480683088303,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_verified_v_effect,0.18986480683088303,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,reader_leakage_ratio,0.0,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,selected_V_sufficiency,0.20586621016263962,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,selected_V_necessity_loss,0.16597411036491394,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,cross_selected_V_sufficiency,0.19383545964956284,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,same_state_selected_V_control,0.0020578019320964813,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,matched_negative_ISSUE_V_sufficiency,-0.0006467141211032867,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.20454438775777817,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_sufficiency,0.00361793115735054,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_necessity_loss,1.858365684747696,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.2350882962346077,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.2252144180238247,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.019348207861185074,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.02922208607196808,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_necessity,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_sufficiency,0.20586621016263962,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_necessity,0.20586621016263962,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_verified_v_effect,0.20586621016263962,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,reader_leakage_ratio,0.0,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_sufficiency,0.11840328574180603,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_necessity_loss,0.18012001365423203,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,cross_selected_V_sufficiency,0.12659241259098053,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,same_state_selected_V_control,0.010807797312736511,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,matched_negative_ISSUE_V_sufficiency,-0.003897532820701599,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.11558568477630615,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,runner_up_V_sufficiency,-0.003897532820701599,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,runner_up_V_necessity_loss,1.9042231366038322,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.14146928489208221,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.13764899969100952,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.01924571394920349,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.023065999150276184,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,-0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_necessity,0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_sufficiency,0.11840328574180603,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_all28_necessity,0.11840328574180603,30,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_verified_v_effect,0.11840328574180603,30,4,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,reader_leakage_ratio,0.0,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_sufficiency,0.1496017575263977,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,selected_V_necessity_loss,0.19825907796621323,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,cross_selected_V_sufficiency,0.14278829097747803,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,same_state_selected_V_control,-0.009958088397979736,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,matched_negative_ISSUE_V_sufficiency,0.005149483680725098,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,old_absolute_V_sufficiency,0.13559171557426453,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_sufficiency,0.0013543367385864258,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,runner_up_V_necessity_loss,1.831822730600834,30,4,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_sufficiency,0.19264808297157288,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_target_pos_necessity,0.18115845322608948,30,4,"0,16,18"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_sufficiency,-0.03155669569969177,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_negative_neg_necessity,-0.04304632544517517,30,4,"1,17,19"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,reader_non_set_sufficiency,-0.0,30,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31"
