fold,task_idx,task_id,recipient_condition,recipient_wording,relation,config,group_size,control_id,value
0,3,task_003,canonical_impl,canonical,opposite_same_wording,top32_sufficiency,32,-1,-0.00444483757019043
0,3,task_003,canonical_impl,canonical,opposite_same_wording,top32_necessity_loss,32,-1,0.01133418083190918
0,3,task_003,canonical_impl,canonical,opposite_same_wording,top64_sufficiency,64,-1,-0.007573843002319336
0,3,task_003,canonical_impl,canonical,opposite_same_wording,top64_necessity_loss,64,-1,-0.0010014176368713379
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,0,-0.0035299062728881836
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,0,0.007103919982910156
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,1,-0.009742796421051025
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,1,0.0009119510650634766
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,2,-0.010509014129638672
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,2,0.005017995834350586
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,3,0.007016599178314209
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,3,0.0007613301277160645
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,4,-0.0026250481605529785
0,3,task_003,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,4,0.004181861877441406
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,early_selector_effect,0,-1,0.1133958101272583
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,all_attention_sufficiency,224,-1,-0.005346953868865967
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.021277546882629395
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top16_sufficiency,16,-1,0.0051136016845703125
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top16_necessity_loss,16,-1,0.0069315433502197266
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top4_sufficiency,4,-1,0.009312331676483154
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top4_necessity_loss,4,-1,0.0026229023933410645
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top32_sufficiency,32,-1,-0.0017579197883605957
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top32_necessity_loss,32,-1,-0.0036728382110595703
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top64_sufficiency,64,-1,0.0029498934745788574
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,top64_necessity_loss,64,-1,-0.01445913314819336
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,0,0.0012072920799255371
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,0,0.0006822347640991211
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,1,-0.0018537640571594238
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,1,0.0017057061195373535
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,2,-0.0021813511848449707
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,2,-0.000152587890625
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,3,0.002507328987121582
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,3,0.0020160675048828125
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,4,-0.00038301944732666016
0,3,task_003,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,4,0.0014653205871582031
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,early_selector_effect,0,-1,0.15128350257873535
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,all_attention_sufficiency,224,-1,-0.02561485767364502
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.02043670415878296
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top16_sufficiency,16,-1,0.0029214024543762207
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top16_necessity_loss,16,-1,0.008016526699066162
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top4_sufficiency,4,-1,-0.0024222731590270996
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top4_necessity_loss,4,-1,0.0022516250610351562
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top32_sufficiency,32,-1,-0.0071010589599609375
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top32_necessity_loss,32,-1,0.004850506782531738
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top64_sufficiency,64,-1,-0.0278204083442688
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,top64_necessity_loss,64,-1,-0.009738922119140625
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,0,0.0008845329284667969
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,0,0.0017445087432861328
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,1,-0.001226186752319336
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,1,0.0006626248359680176
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,2,-0.0008575916290283203
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,2,-0.0020580291748046875
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,3,0.0026038289070129395
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,3,0.0026039481163024902
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,4,-0.0005478262901306152
0,3,task_003,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,4,-0.00015527009963989258
0,3,task_003,canonical_test,canonical,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,-0.01552879810333252
0,3,task_003,canonical_test,canonical,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,0.0009109377861022949
0,3,task_003,canonical_impl,canonical,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,0.02036452293395996
0,3,task_003,canonical_impl,canonical,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,0.0006423592567443848
0,3,task_003,paraphrase_test,paraphrase,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,0.0011222362518310547
0,3,task_003,paraphrase_test,paraphrase,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,-0.014545559883117676
0,3,task_003,paraphrase_impl,paraphrase,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,0.005223989486694336
0,3,task_003,paraphrase_impl,paraphrase,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,0.013877928256988525
0,7,task_007,canonical_test,canonical,opposite_same_wording,early_selector_effect,0,-1,0.03495234251022339
0,7,task_007,canonical_test,canonical,opposite_same_wording,all_attention_sufficiency,224,-1,-0.007344186305999756
0,7,task_007,canonical_test,canonical,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.017674028873443604
0,7,task_007,canonical_test,canonical,opposite_same_wording,top16_sufficiency,16,-1,-0.00309675931930542
0,7,task_007,canonical_test,canonical,opposite_same_wording,top16_necessity_loss,16,-1,-0.0008603334426879883
0,7,task_007,canonical_test,canonical,opposite_same_wording,top4_sufficiency,4,-1,0.008823513984680176
0,7,task_007,canonical_test,canonical,opposite_same_wording,top4_necessity_loss,4,-1,-0.0009644031524658203
0,7,task_007,canonical_test,canonical,opposite_same_wording,top32_sufficiency,32,-1,-0.0023294687271118164
0,7,task_007,canonical_test,canonical,opposite_same_wording,top32_necessity_loss,32,-1,-0.013224899768829346
0,7,task_007,canonical_test,canonical,opposite_same_wording,top64_sufficiency,64,-1,0.0021564364433288574
0,7,task_007,canonical_test,canonical,opposite_same_wording,top64_necessity_loss,64,-1,-0.008339762687683105
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,0,0.0036388635635375977
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,0,0.0032982826232910156
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,1,-4.4405460357666016e-05
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,1,-0.010501980781555176
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,2,0.002655029296875
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,2,-0.0061460137367248535
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,3,-0.0001284480094909668
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,3,-0.0026183724403381348
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,4,0.006356418132781982
0,7,task_007,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,4,0.0034244656562805176
0,7,task_007,canonical_impl,canonical,opposite_same_wording,early_selector_effect,0,-1,0.0478287935256958
0,7,task_007,canonical_impl,canonical,opposite_same_wording,all_attention_sufficiency,224,-1,-0.02385568618774414
0,7,task_007,canonical_impl,canonical,opposite_same_wording,all_attention_necessity_loss,224,-1,0.0029708147048950195
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top16_sufficiency,16,-1,-0.014808416366577148
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top16_necessity_loss,16,-1,0.011430799961090088
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top4_sufficiency,4,-1,-0.013236403465270996
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top4_necessity_loss,4,-1,0.008454501628875732
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top32_sufficiency,32,-1,-0.01764047145843506
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top32_necessity_loss,32,-1,-0.002684295177459717
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top64_sufficiency,64,-1,-0.013054728507995605
0,7,task_007,canonical_impl,canonical,opposite_same_wording,top64_necessity_loss,64,-1,0.00024956464767456055
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,0,-0.009102284908294678
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,0,0.004296243190765381
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,1,-0.009113132953643799
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,1,8.350610733032227e-05
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,2,-0.010499417781829834
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,2,3.463029861450195e-05
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,3,-0.014801263809204102
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,3,-0.002962172031402588
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,4,0.001722574234008789
0,7,task_007,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,4,0.0014176368713378906
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,early_selector_effect,0,-1,0.07214474678039551
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,all_attention_sufficiency,224,-1,-0.013945460319519043
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.009765148162841797
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top16_sufficiency,16,-1,0.0020584464073181152
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top16_necessity_loss,16,-1,0.0029904842376708984
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top4_sufficiency,4,-1,-0.00022989511489868164
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top4_necessity_loss,4,-1,-0.0015603899955749512
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top32_sufficiency,32,-1,-0.01588815450668335
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top32_necessity_loss,32,-1,-0.004344522953033447
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top64_sufficiency,64,-1,-0.007474541664123535
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,top64_necessity_loss,64,-1,-0.00045800209045410156
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,0,0.000910639762878418
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,0,-0.0003381967544555664
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,1,-7.683038711547852e-05
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,1,-0.0017145872116088867
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,2,0.002650022506713867
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,2,0.0012230873107910156
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,3,-0.00030428171157836914
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,3,-0.0016638636589050293
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,4,-0.005563199520111084
0,7,task_007,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,4,0.004247844219207764
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,early_selector_effect,0,-1,0.08147531747817993
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,all_attention_sufficiency,224,-1,-0.016899287700653076
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.012972831726074219
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top16_sufficiency,16,-1,0.0030133724212646484
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top16_necessity_loss,16,-1,-0.0011227726936340332
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top4_sufficiency,4,-1,0.0012891292572021484
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top4_necessity_loss,4,-1,-0.0025922060012817383
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top32_sufficiency,32,-1,-0.004559934139251709
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top32_necessity_loss,32,-1,-0.008990108966827393
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top64_sufficiency,64,-1,0.002523362636566162
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,top64_necessity_loss,64,-1,-0.006062328815460205
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,0,-0.00023633241653442383
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,0,-0.0017397403717041016
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,1,-0.0015522241592407227
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,1,-0.005992591381072998
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,2,-0.00014162063598632812
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,2,-0.004352211952209473
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,3,0.0012545585632324219
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,3,-0.004266798496246338
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_sufficiency,16,4,0.0015023350715637207
0,7,task_007,paraphrase_impl,paraphrase,opposite_same_wording,random16_necessity_loss,16,4,-6.288290023803711e-05
0,7,task_007,canonical_test,canonical,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,-0.0358201265335083
0,7,task_007,canonical_test,canonical,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,-0.00802844762802124
0,7,task_007,canonical_impl,canonical,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,0.0237044095993042
0,7,task_007,canonical_impl,canonical,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,0.007979333400726318
0,7,task_007,paraphrase_test,paraphrase,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,0.008229076862335205
0,7,task_007,paraphrase_test,paraphrase,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,-0.0010941028594970703
0,7,task_007,paraphrase_impl,paraphrase,opposite_cross_wording,top16_sufficiency_cross_wording,16,-1,-0.011216461658477783
0,7,task_007,paraphrase_impl,paraphrase,opposite_cross_wording,top16_necessity_loss_cross_wording,16,-1,0.0009439587593078613
0,11,task_011,canonical_test,canonical,opposite_same_wording,early_selector_effect,0,-1,0.007789134979248047
0,11,task_011,canonical_test,canonical,opposite_same_wording,all_attention_sufficiency,224,-1,-0.01780092716217041
0,11,task_011,canonical_test,canonical,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.012849807739257812
0,11,task_011,canonical_test,canonical,opposite_same_wording,top16_sufficiency,16,-1,-0.010915756225585938
0,11,task_011,canonical_test,canonical,opposite_same_wording,top16_necessity_loss,16,-1,-0.0062885284423828125
0,11,task_011,canonical_test,canonical,opposite_same_wording,top4_sufficiency,4,-1,-0.0007370710372924805
0,11,task_011,canonical_test,canonical,opposite_same_wording,top4_necessity_loss,4,-1,0.007703185081481934
0,11,task_011,canonical_test,canonical,opposite_same_wording,top32_sufficiency,32,-1,-0.011571526527404785
0,11,task_011,canonical_test,canonical,opposite_same_wording,top32_necessity_loss,32,-1,-0.009072482585906982
0,11,task_011,canonical_test,canonical,opposite_same_wording,top64_sufficiency,64,-1,0.008037686347961426
0,11,task_011,canonical_test,canonical,opposite_same_wording,top64_necessity_loss,64,-1,-0.0021230578422546387
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,0,0.006118297576904297
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,0,-0.0024517178535461426
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,1,-0.0030478239059448242
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,1,-0.011622250080108643
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,2,0.0014570951461791992
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,2,-0.010242938995361328
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,3,0.0017743110656738281
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,3,-0.008983135223388672
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_sufficiency,16,4,0.003712773323059082
0,11,task_011,canonical_test,canonical,opposite_same_wording,random16_necessity_loss,16,4,0.0022181272506713867
0,11,task_011,canonical_impl,canonical,opposite_same_wording,early_selector_effect,0,-1,0.02000260353088379
0,11,task_011,canonical_impl,canonical,opposite_same_wording,all_attention_sufficiency,224,-1,-0.01697176694869995
0,11,task_011,canonical_impl,canonical,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.025538504123687744
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top16_sufficiency,16,-1,0.007674872875213623
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top16_necessity_loss,16,-1,-0.0030025839805603027
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top4_sufficiency,4,-1,0.002310812473297119
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top4_necessity_loss,4,-1,-0.0037567615509033203
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top32_sufficiency,32,-1,-0.005595147609710693
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top32_necessity_loss,32,-1,-0.009851932525634766
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top64_sufficiency,64,-1,0.008056402206420898
0,11,task_011,canonical_impl,canonical,opposite_same_wording,top64_necessity_loss,64,-1,-0.010005056858062744
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,0,0.005962252616882324
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,0,0.006426692008972168
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,1,-0.0011233091354370117
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,1,-0.0038766860961914062
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,2,0.0013228654861450195
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,2,-0.00043207406997680664
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,3,-0.006501972675323486
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,3,-0.004155278205871582
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_sufficiency,16,4,0.004543483257293701
0,11,task_011,canonical_impl,canonical,opposite_same_wording,random16_necessity_loss,16,4,0.001179814338684082
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,early_selector_effect,0,-1,0.05860191583633423
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,all_attention_sufficiency,224,-1,-0.012054920196533203
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.01960921287536621
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top16_sufficiency,16,-1,0.007778286933898926
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top16_necessity_loss,16,-1,-0.0049111247062683105
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top4_sufficiency,4,-1,0.0010224580764770508
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top4_necessity_loss,4,-1,-0.009460091590881348
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top32_sufficiency,32,-1,-0.002762436866760254
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top32_necessity_loss,32,-1,-0.007107198238372803
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top64_sufficiency,64,-1,0.011187553405761719
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,top64_necessity_loss,64,-1,-0.008039236068725586
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,0,0.005398988723754883
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,0,0.003364384174346924
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,1,-0.0004042387008666992
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,1,0.00023925304412841797
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,2,-0.0017857551574707031
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,2,-0.008452653884887695
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,3,0.0035490989685058594
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,3,0.006423652172088623
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_sufficiency,16,4,-4.5299530029296875e-06
0,11,task_011,paraphrase_test,paraphrase,opposite_same_wording,random16_necessity_loss,16,4,-0.000658571720123291
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,early_selector_effect,0,-1,0.11002641916275024
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,all_attention_sufficiency,224,-1,-1.3232231140136719e-05
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,all_attention_necessity_loss,224,-1,-0.007062554359436035
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top16_sufficiency,16,-1,0.008041024208068848
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top16_necessity_loss,16,-1,0.006865262985229492
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top4_sufficiency,4,-1,0.0006074309349060059
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top4_necessity_loss,4,-1,4.756450653076172e-05
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top32_sufficiency,32,-1,0.002160310745239258
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top32_necessity_loss,32,-1,-0.0024089813232421875
0,11,task_011,paraphrase_impl,paraphrase,opposite_same_wording,top64_sufficiency,64,-1,0.01111370325088501
