task_idx,task_id,recipient_condition,recipient_wording,recipient_label,donor_type,donor_condition,donor_label,config,config_role,span,hidden_indices,common_suffix_len,patched_token_count,baseline_margin,patched_margin,raw_margin_shift,signed_transfer_effect
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",96,96,0.3694233298301697,0.24500739574432373,-0.12441593408584595,0.12441593408584595
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",103,103,-0.034009575843811035,0.03807687759399414,0.07208645343780518,0.07208645343780518
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",103,103,0.35156023502349854,0.2646125555038452,-0.08694767951965332,0.08694767951965332
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",96,96,0.12457907199859619,0.24258708953857422,0.11800801753997803,0.11800801753997803
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",96,96,0.3694233298301697,0.2434251308441162,-0.12599819898605347,0.12599819898605347
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",103,103,-0.034009575843811035,-0.04315173625946045,-0.009142160415649414,-0.009142160415649414
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",103,103,0.35156023502349854,0.3564630150794983,0.004902780055999756,-0.004902780055999756
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",96,96,0.12457907199859619,0.1400139331817627,0.015434861183166504,0.015434861183166504
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",96,96,0.3694233298301697,0.3451303243637085,-0.02429300546646118,0.02429300546646118
0,task_000,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",103,103,-0.034009575843811035,0.0718618631362915,0.10587143898010254,0.10587143898010254
0,task_000,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",103,103,0.35156023502349854,0.2061525583267212,-0.14540767669677734,0.14540767669677734
0,task_000,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",96,96,0.12457907199859619,0.25196588039398193,0.12738680839538574,0.12738680839538574
0,task_000,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",96,96,0.3694233298301697,0.21610403060913086,-0.15331929922103882,0.15331929922103882
0,task_000,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,-0.034009575843811035,0.02144145965576172,0.055451035499572754,-0.055451035499572754
0,task_000,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,0.35156023502349854,0.45602476596832275,0.10446453094482422,0.10446453094482422
0,task_000,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,0.12457907199859619,0.0716543197631836,-0.0529247522354126,0.0529247522354126
0,task_000,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,0.3694233298301697,0.2739827632904053,-0.0954405665397644,-0.0954405665397644
0,task_000,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,-0.034009575843811035,0.11428070068359375,0.14829027652740479,0.14829027652740479
0,task_000,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,0.35156023502349854,0.3319302797317505,-0.019629955291748047,0.019629955291748047
0,task_000,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,0.12457907199859619,0.15717124938964844,0.032592177391052246,0.032592177391052246
0,task_000,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",69,69,0.3694233298301697,0.18049824237823486,-0.18892508745193481,0.18892508745193481
0,task_000,canonical_test,canonical,0,self,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",268,268,-0.034009575843811035,-0.034009575843811035,0.0,0.0
0,task_000,canonical_impl,canonical,1,self,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",268,268,0.35156023502349854,0.35156023502349854,0.0,0.0
0,task_000,paraphrase_test,paraphrase,0,self,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",252,252,0.12457907199859619,0.12760496139526367,0.0030258893966674805,0.0030258893966674805
0,task_000,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",252,252,0.3694233298301697,0.36628401279449463,-0.003139317035675049,-0.003139317035675049
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,last1_H19,token_scan,last1,19,121,1,0.10527586936950684,0.10482454299926758,-0.0004513263702392578,-0.0004513263702392578
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,last1_H19,token_scan,last1,19,121,1,0.29487669467926025,0.28754687309265137,-0.007329821586608887,0.007329821586608887
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,last1_H19,token_scan,last1,19,114,1,0.1314411163330078,0.12354069948196411,-0.007900416851043701,-0.007900416851043701
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,last1_H19,token_scan,last1,19,114,1,0.32685232162475586,0.3255135416984558,-0.0013387799263000488,0.0013387799263000488
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19,token_scan,common,19,121,121,0.10527586936950684,0.1344454288482666,0.029169559478759766,0.029169559478759766
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19,token_scan,common,19,121,121,0.29487669467926025,0.2697560787200928,-0.02512061595916748,0.02512061595916748
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19,token_scan,common,19,114,114,0.1314411163330078,0.16843301057815552,0.036991894245147705,0.036991894245147705
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19,token_scan,common,19,114,114,0.32685232162475586,0.2588615417480469,-0.06799077987670898,0.06799077987670898
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",121,121,0.10527586936950684,0.1181178092956543,0.012841939926147461,0.012841939926147461
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",121,121,0.29487669467926025,0.2698596119880676,-0.025017082691192627,0.025017082691192627
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",114,114,0.1314411163330078,0.20591247081756592,0.0744713544845581,0.0744713544845581
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",114,114,0.32685232162475586,0.2231515645980835,-0.10370075702667236,0.10370075702667236
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",121,121,0.10527586936950684,0.1256554126739502,0.02037954330444336,0.02037954330444336
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",121,121,0.29487669467926025,0.2668237090110779,-0.028052985668182373,0.028052985668182373
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",114,114,0.1314411163330078,0.20602697134017944,0.07458585500717163,0.07458585500717163
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",114,114,0.32685232162475586,0.2232556939125061,-0.10359662771224976,0.10359662771224976
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",121,121,0.10527586936950684,0.09613889455795288,-0.009136974811553955,-0.009136974811553955
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",121,121,0.29487669467926025,0.2933717370033264,-0.0015049576759338379,0.0015049576759338379
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",114,114,0.1314411163330078,0.1367255449295044,0.005284428596496582,0.005284428596496582
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",114,114,0.32685232162475586,0.3177531361579895,-0.009099185466766357,0.009099185466766357
1,task_001,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",121,121,0.10527586936950684,0.1476120948791504,0.042336225509643555,0.042336225509643555
1,task_001,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",121,121,0.29487669467926025,0.24162179231643677,-0.053254902362823486,0.053254902362823486
1,task_001,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",114,114,0.1314411163330078,0.23736125230789185,0.10592013597488403,0.10592013597488403
1,task_001,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",114,114,0.32685232162475586,0.19233596324920654,-0.13451635837554932,0.13451635837554932
1,task_001,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.10527586936950684,0.0896947979927063,-0.015581071376800537,0.015581071376800537
1,task_001,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.29487669467926025,0.33397573232650757,0.039099037647247314,0.039099037647247314
1,task_001,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.1314411163330078,0.16321873664855957,0.03177762031555176,-0.03177762031555176
1,task_001,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.32685232162475586,0.28788965940475464,-0.03896266222000122,-0.03896266222000122
1,task_001,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.10527586936950684,0.1466437578201294,0.04136788845062256,0.04136788845062256
1,task_001,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.29487669467926025,0.21385812759399414,-0.08101856708526611,0.08101856708526611
1,task_001,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.1314411163330078,0.1864367127418518,0.054995596408843994,0.054995596408843994
1,task_001,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",87,87,0.32685232162475586,0.2510800361633301,-0.07577228546142578,0.07577228546142578
1,task_001,canonical_test,canonical,0,self,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",287,287,0.10527586936950684,0.10527586936950684,0.0,0.0
1,task_001,canonical_impl,canonical,1,self,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",287,287,0.29487669467926025,0.29487669467926025,0.0,0.0
1,task_001,paraphrase_test,paraphrase,0,self,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",271,271,0.1314411163330078,0.1314411163330078,0.0,0.0
1,task_001,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",271,271,0.32685232162475586,0.32685232162475586,0.0,0.0
2,task_002,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,last1_H19,token_scan,last1,19,120,1,-0.06618797779083252,-0.0618898868560791,0.004298090934753418,0.004298090934753418
2,task_002,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,last1_H19,token_scan,last1,19,120,1,0.15011411905288696,0.14163297414779663,-0.008481144905090332,0.008481144905090332
2,task_002,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,last1_H19,token_scan,last1,19,113,1,0.02567768096923828,0.029929518699645996,0.004251837730407715,0.004251837730407715
2,task_002,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,last1_H19,token_scan,last1,19,113,1,0.19121670722961426,0.1882387399673462,-0.0029779672622680664,0.0029779672622680664
2,task_002,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19,token_scan,common,19,120,120,-0.06618797779083252,-0.028418898582458496,0.03776907920837402,0.03776907920837402
2,task_002,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19,token_scan,common,19,120,120,0.15011411905288696,0.09368574619293213,-0.056428372859954834,0.056428372859954834
2,task_002,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19,token_scan,common,19,113,113,0.02567768096923828,0.09006309509277344,0.06438541412353516,0.06438541412353516
2,task_002,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19,token_scan,common,19,113,113,0.19121670722961426,0.1353393793106079,-0.05587732791900635,0.05587732791900635
2,task_002,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",120,120,-0.06618797779083252,-0.020398259162902832,0.04578971862792969,0.04578971862792969
2,task_002,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",120,120,0.15011411905288696,0.09004414081573486,-0.0600699782371521,0.0600699782371521
2,task_002,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",113,113,0.02567768096923828,0.12419724464416504,0.09851956367492676,0.09851956367492676
2,task_002,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",113,113,0.19121670722961426,0.08454763889312744,-0.10666906833648682,0.10666906833648682
2,task_002,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",120,120,-0.06618797779083252,-0.020543932914733887,0.04564404487609863,0.04564404487609863
2,task_002,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",120,120,0.15011411905288696,0.09161245822906494,-0.05850166082382202,0.05850166082382202
2,task_002,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",113,113,0.02567768096923828,0.1190025806427002,0.09332489967346191,0.09332489967346191
2,task_002,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",113,113,0.19121670722961426,0.08200192451477051,-0.10921478271484375,0.10921478271484375
2,task_002,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",120,120,-0.06618797779083252,-0.0908881425857544,-0.024700164794921875,-0.024700164794921875
2,task_002,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",120,120,0.15011411905288696,0.17238807678222656,0.0222739577293396,-0.0222739577293396
2,task_002,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",113,113,0.02567768096923828,0.03735363483428955,0.01167595386505127,0.01167595386505127
2,task_002,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",113,113,0.19121670722961426,0.16764909029006958,-0.023567616939544678,0.023567616939544678
2,task_002,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",120,120,-0.06618797779083252,0.024907946586608887,0.0910959243774414,0.0910959243774414
2,task_002,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",120,120,0.15011411905288696,0.045387983322143555,-0.10472613573074341,0.10472613573074341
2,task_002,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",113,113,0.02567768096923828,0.14081013202667236,0.11513245105743408,0.11513245105743408
2,task_002,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H15_H28,layer_scan,common,"15,16,17,18,19,20,21,22,23,24,25,26,27,28",113,113,0.19121670722961426,0.06567418575286865,-0.1255425214767456,0.1255425214767456
2,task_002,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,-0.06618797779083252,-0.054296016693115234,0.011891961097717285,-0.011891961097717285
2,task_002,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,0.15011411905288696,0.2183282971382141,0.06821417808532715,0.06821417808532715
2,task_002,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,0.02567768096923828,0.021537065505981445,-0.004140615463256836,0.004140615463256836
2,task_002,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,0.19121670722961426,0.11986356973648071,-0.07135313749313354,-0.07135313749313354
2,task_002,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,-0.06618797779083252,0.03123617172241211,0.09742414951324463,0.09742414951324463
2,task_002,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,0.15011411905288696,0.09760093688964844,-0.052513182163238525,0.052513182163238525
2,task_002,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,0.02567768096923828,0.0642467737197876,0.038569092750549316,0.038569092750549316
2,task_002,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",86,86,0.19121670722961426,0.08390271663665771,-0.10731399059295654,0.10731399059295654
2,task_002,canonical_test,canonical,0,self,canonical_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",284,284,-0.06618797779083252,-0.06618797779083252,0.0,0.0
2,task_002,canonical_impl,canonical,1,self,canonical_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",284,284,0.15011411905288696,0.15011411905288696,0.0,0.0
2,task_002,paraphrase_test,paraphrase,0,self,paraphrase_test,0,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",268,268,0.02567768096923828,0.02567768096923828,0.0,0.0
2,task_002,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,common_H19_H28,control,common,"19,20,21,22,23,24,25,26,27,28",268,268,0.19121670722961426,0.19121670722961426,0.0,0.0
3,task_003,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,last1_H19,token_scan,last1,19,103,1,0.2490990161895752,0.2514069080352783,0.002307891845703125,0.002307891845703125
3,task_003,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,last1_H19,token_scan,last1,19,103,1,0.49794936180114746,0.4897184371948242,-0.008230924606323242,0.008230924606323242
3,task_003,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,last1_H19,token_scan,last1,19,96,1,0.3574058413505554,0.3625718951225281,0.005166053771972656,0.005166053771972656
3,task_003,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,last1_H19,token_scan,last1,19,96,1,0.5963007211685181,0.5925176739692688,-0.0037830471992492676,0.0037830471992492676
3,task_003,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19,token_scan,common,19,103,103,0.2490990161895752,0.2742454409599304,0.025146424770355225,0.025146424770355225
3,task_003,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19,token_scan,common,19,103,103,0.49794936180114746,0.4525076746940613,-0.04544168710708618,0.04544168710708618
3,task_003,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19,token_scan,common,19,96,96,0.3574058413505554,0.3843986392021179,0.0269927978515625,0.0269927978515625
3,task_003,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19,token_scan,common,19,96,96,0.5963007211685181,0.5046030879020691,-0.09169763326644897,0.09169763326644897
3,task_003,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",103,103,0.2490990161895752,0.2795323133468628,0.030433297157287598,0.030433297157287598
3,task_003,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",103,103,0.49794936180114746,0.40374672412872314,-0.09420263767242432,0.09420263767242432
3,task_003,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",96,96,0.3574058413505554,0.4439111351966858,0.08650529384613037,0.08650529384613037
3,task_003,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H24,layer_scan,common,"19,20,21,22,23,24",96,96,0.5963007211685181,0.4604269862174988,-0.1358737349510193,0.1358737349510193
3,task_003,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",103,103,0.2490990161895752,0.28437894582748413,0.035279929637908936,0.035279929637908936
3,task_003,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",103,103,0.49794936180114746,0.4085109829902649,-0.08943837881088257,0.08943837881088257
3,task_003,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",96,96,0.3574058413505554,0.44155651330947876,0.08415067195892334,0.08415067195892334
3,task_003,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,common_H19_H28,primary,common,"19,20,21,22,23,24,25,26,27,28",96,96,0.5963007211685181,0.46276193857192993,-0.13353878259658813,0.13353878259658813
3,task_003,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",103,103,0.2490990161895752,0.2529970407485962,0.003898024559020996,0.003898024559020996
3,task_003,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",103,103,0.49794936180114746,0.4798441529273987,-0.01810520887374878,0.01810520887374878
3,task_003,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,common_H21_H28,layer_scan,common,"21,22,23,24,25,26,27,28",96,96,0.3574058413505554,0.36900460720062256,0.011598765850067139,0.011598765850067139
