phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value,source_L,kv_head,readers
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,runner_up_V_sufficiency,-1.1221971362829208e-05,20,0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,runner_up_V_necessity_loss,0.13030077330768108,20,0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_target_pos_sufficiency,-0.004350605187937617,20,0,"1,3,5"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_target_pos_necessity,-0.012561568757519126,20,0,"1,3,5"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_negative_neg_sufficiency,4.78280708193779e-06,20,0,"2,4,6"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_negative_neg_necessity,-0.004022932378575206,20,0,"2,4,6"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_non_set_sufficiency,-0.004166909260675311,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_non_set_necessity,0.00014506280422210693,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_all28_sufficiency,-0.00836222292855382,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_all28_necessity,-0.00836222292855382,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_verified_v_effect,-0.00836222292855382,20,0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_leakage_ratio,0.33836187330347817,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_sufficiency,-0.003596026450395584,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.015496565029025078,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,cross_selected_V_sufficiency,0.005259914323687553,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,same_state_selected_V_control,0.003636052832007408,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,matched_negative_ISSUE_V_sufficiency,-0.008210701867938042,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,old_absolute_V_sufficiency,-0.09250422567129135,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,runner_up_V_sufficiency,-0.008210701867938042,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,runner_up_V_necessity_loss,0.004235731437802315,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_pos_sufficiency,0.02800414338707924,20,0,"1,3,5"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_pos_necessity,0.02348082698881626,20,0,"1,3,5"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_neg_sufficiency,-0.021660951897501945,20,0,"2,4,6"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_neg_necessity,-0.01787567138671875,20,0,"2,4,6"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_set_sufficiency,-0.004219381138682365,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_set_necessity,-0.009522266685962677,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all28_sufficiency,-0.003596026450395584,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all28_necessity,-0.003596026450395584,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_verified_v_effect,-0.003596026450395584,20,0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_leakage_ratio,0.10240859946700663,20,0,
confirmation,exp12_test_edit_02,test_edit,direct,0,direct,1,direct_opposite_label,USER_END,direct_V_sufficiency,0.01877772156149149,20,0,
confirmation,exp12_test_edit_02,test_edit,direct,1,direct,0,direct_opposite_label,USER_END,direct_V_sufficiency,0.0005785641260445118,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,selected_V_sufficiency,0.00793252163566649,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,selected_V_necessity_loss,-0.007302478887140751,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,cross_selected_V_sufficiency,0.015569100622087717,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,same_state_selected_V_control,-0.0001894049346446991,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,matched_negative_ISSUE_V_sufficiency,0.0037764213047921658,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,old_absolute_V_sufficiency,0.020276950439438224,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,runner_up_V_sufficiency,0.00016741524450480938,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,runner_up_V_necessity_loss,0.2851532092317939,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_target_pos_sufficiency,0.01558440993539989,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_target_pos_necessity,0.027236161287873983,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_negative_neg_sufficiency,0.0195095119997859,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_negative_neg_necessity,0.00393660319969058,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_non_set_sufficiency,0.015622004866600037,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_non_set_necessity,0.015401352196931839,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_all28_sufficiency,0.00793252163566649,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_all28_necessity,0.00793252163566649,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_verified_v_effect,0.00793252163566649,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,reader_leakage_ratio,0.2789159455629121,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.01563678972888738,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.003917364520020783,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,cross_selected_V_sufficiency,0.04294267704244703,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,same_state_selected_V_control,-0.03509279142599553,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,matched_negative_ISSUE_V_sufficiency,0.007903636433184147,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,old_absolute_V_sufficiency,0.023823579191230237,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,runner_up_V_sufficiency,0.007903636433184147,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,runner_up_V_necessity_loss,-1.5500932931900024e-05,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_pos_sufficiency,0.01938685425557196,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_pos_necessity,0.015623832819983363,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_neg_sufficiency,-0.0077688825549557805,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_neg_necessity,-0.015523848123848438,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_set_sufficiency,0.019560348824597895,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_set_necessity,0.003964543109759688,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all28_sufficiency,0.01563678972888738,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all28_necessity,0.01563678972888738,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.01563678972888738,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_leakage_ratio,0.0822515006361265,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,selected_V_sufficiency,-0.008385990746319294,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,selected_V_necessity_loss,-0.004422829486429691,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,cross_selected_V_sufficiency,-0.00856076437048614,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,same_state_selected_V_control,0.01689083664678037,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,matched_negative_ISSUE_V_sufficiency,0.00024070125073194504,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,old_absolute_V_sufficiency,-0.0501867076382041,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,runner_up_V_sufficiency,-0.008551642298698425,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,runner_up_V_necessity_loss,0.14732663938775659,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_target_pos_sufficiency,-0.004221031442284584,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_target_pos_necessity,-0.00841565802693367,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_negative_neg_sufficiency,-0.008555960841476917,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_negative_neg_necessity,-0.004006977891549468,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_non_set_sufficiency,-0.008550696074962616,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_non_set_necessity,-0.004201140254735947,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_all28_sufficiency,-0.008385990746319294,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_all28_necessity,-0.008385990746319294,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_verified_v_effect,-0.008385990746319294,20,0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,reader_leakage_ratio,0.284834608549802,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.011199100874364376,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.002858259715139866,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,cross_selected_V_sufficiency,0.009867627173662186,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,same_state_selected_V_control,-0.005103670060634613,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,matched_negative_ISSUE_V_sufficiency,0.0008260197937488556,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,old_absolute_V_sufficiency,-0.07825898379087448,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,runner_up_V_sufficiency,0.0008260197937488556,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,runner_up_V_necessity_loss,-0.009958148933947086,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_pos_sufficiency,0.028307734988629818,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_pos_necessity,0.023575724102556705,20,0,"1,3,5"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_neg_sufficiency,-0.012517835944890976,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_neg_necessity,-0.02631525043398142,20,0,"2,4,6"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_set_sufficiency,-0.0034233778715133667,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_set_necessity,-0.004862370900809765,20,0,"0,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all28_sufficiency,0.011199100874364376,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all28_necessity,0.011199100874364376,20,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.011199100874364376,20,0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_leakage_ratio,0.099157743488661,20,0,
confirmation,exp12_test_edit_04,test_edit,direct,0,direct,1,direct_opposite_label,USER_END,direct_V_sufficiency,0.008430059533566236,20,0,
confirmation,exp12_test_edit_04,test_edit,direct,1,direct,0,direct_opposite_label,USER_END,direct_V_sufficiency,0.0009109657257795334,20,0,
confirmation,exp12_test_edit_06,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,selected_V_sufficiency,-0.0038893462624400854,20,0,
confirmation,exp12_test_edit_06,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,selected_V_necessity_loss,-0.015396067989058793,20,0,
confirmation,exp12_test_edit_06,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,cross_selected_V_sufficiency,-0.01548316259868443,20,0,
confirmation,exp12_test_edit_06,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,same_state_selected_V_control,0.019359434372745454,20,0,
confirmation,exp12_test_edit_06,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,matched_negative_ISSUE_V_sufficiency,-0.007760439533740282,20,0,
confirmation,exp12_test_edit_06,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,old_absolute_V_sufficiency,0.012169544235803187,20,0,
