task_idx,task_id,recipient_condition,recipient_wording,donor_condition,donor_label,reader,endpoint,value,non_kv0_delta_ratio
1,task_001,canonical_test,canonical,canonical_impl,1,1,path_necessity_loss,0.007216811180114746,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,2,path_sufficiency,-0.0001335740089416504,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,2,path_necessity_loss,0.0017708539962768555,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,3,path_sufficiency,0.005747973918914795,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,3,path_necessity_loss,0.014801263809204102,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,4,path_sufficiency,-0.009871244430541992,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,4,path_necessity_loss,-0.008513689041137695,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,5,path_sufficiency,-0.0030858516693115234,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,5,path_necessity_loss,-0.0027464628219604492,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,6,path_sufficiency,-0.006867527961730957,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,6,path_necessity_loss,0.008336186408996582,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,all7,path_sufficiency,0.027763187885284424,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,all7,path_necessity_loss,0.027763187885284424,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,Q7_Q27,path_sufficiency,0.0,0.0
1,task_001,canonical_test,canonical,canonical_impl,1,Q7_Q27,path_necessity_loss,0.0,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,full_KV0_B5,verified_V_effect,0.03392219543457031,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,0,path_sufficiency,0.03683584928512573,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,0,path_necessity_loss,0.02784121036529541,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,1,path_sufficiency,0.005926012992858887,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,1,path_necessity_loss,-0.0003307461738586426,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,2,path_sufficiency,-0.0003857612609863281,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,2,path_necessity_loss,-8.58306884765625e-05,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,3,path_sufficiency,0.009000539779663086,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,3,path_necessity_loss,0.008554577827453613,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,4,path_sufficiency,-0.009194791316986084,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,4,path_necessity_loss,-0.02015632390975952,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,5,path_sufficiency,-0.0012677907943725586,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,5,path_necessity_loss,-0.0013573765754699707,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,6,path_sufficiency,-0.007835447788238525,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,6,path_necessity_loss,-0.00894618034362793,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,all7,path_sufficiency,0.03392219543457031,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,all7,path_necessity_loss,0.03392219543457031,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,Q7_Q27,path_sufficiency,-0.0,0.0
1,task_001,canonical_impl,canonical,canonical_test,0,Q7_Q27,path_necessity_loss,0.0,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,full_KV0_B5,verified_V_effect,0.051754117012023926,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,0,path_sufficiency,0.038280367851257324,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,0,path_necessity_loss,0.04712551832199097,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,1,path_sufficiency,-0.00021195411682128906,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,1,path_necessity_loss,0.0021418333053588867,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,2,path_sufficiency,-0.007973670959472656,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,2,path_necessity_loss,0.0006414055824279785,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,3,path_sufficiency,0.005658209323883057,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,3,path_necessity_loss,0.008017003536224365,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,4,path_sufficiency,-0.0062010884284973145,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,4,path_necessity_loss,-0.005503594875335693,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,5,path_sufficiency,0.006462037563323975,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,5,path_necessity_loss,0.008848071098327637,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,6,path_sufficiency,0.0006411075592041016,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,6,path_necessity_loss,0.000322878360748291,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,all7,path_sufficiency,0.051754117012023926,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,all7,path_necessity_loss,0.051754117012023926,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,Q7_Q27,path_sufficiency,0.0,0.0
1,task_001,paraphrase_test,paraphrase,paraphrase_impl,1,Q7_Q27,path_necessity_loss,0.0,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,full_KV0_B5,verified_V_effect,0.0745546817779541,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,0,path_sufficiency,0.05325418710708618,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,0,path_necessity_loss,0.049056291580200195,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,1,path_sufficiency,0.009955525398254395,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,1,path_necessity_loss,0.005277872085571289,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,2,path_sufficiency,-0.01717287302017212,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,2,path_necessity_loss,-0.0013123750686645508,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,3,path_sufficiency,0.030058324337005615,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,3,path_necessity_loss,0.02271193265914917,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,4,path_sufficiency,-0.014161348342895508,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,4,path_necessity_loss,-0.0012720227241516113,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,5,path_sufficiency,0.01357179880142212,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,5,path_necessity_loss,0.0028654932975769043,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,6,path_sufficiency,-0.01869642734527588,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,6,path_necessity_loss,-0.000980377197265625,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,all7,path_sufficiency,0.0745546817779541,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,all7,path_necessity_loss,0.0745546817779541,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,Q7_Q27,path_sufficiency,-0.0,0.0
1,task_001,paraphrase_impl,paraphrase,paraphrase_test,0,Q7_Q27,path_necessity_loss,0.0,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,full_KV0_B5,verified_V_effect,0.02567768096923828,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,0,path_sufficiency,0.022037506103515625,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,0,path_necessity_loss,0.020115256309509277,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,1,path_sufficiency,-0.013566732406616211,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,1,path_necessity_loss,0.004628181457519531,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,2,path_sufficiency,-0.004001498222351074,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,2,path_necessity_loss,0.003927826881408691,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,3,path_sufficiency,0.01031482219696045,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,3,path_necessity_loss,0.015242576599121094,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,4,path_sufficiency,-0.00743556022644043,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,4,path_necessity_loss,-0.008837103843688965,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,5,path_sufficiency,1.8358230590820312e-05,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,5,path_necessity_loss,-0.006601691246032715,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,6,path_sufficiency,-0.0019061565399169922,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,6,path_necessity_loss,-0.0037854909896850586,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,all7,path_sufficiency,0.02567768096923828,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,all7,path_necessity_loss,0.02567768096923828,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,Q7_Q27,path_sufficiency,0.0,0.0
2,task_002,canonical_test,canonical,canonical_impl,1,Q7_Q27,path_necessity_loss,0.0,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,full_KV0_B5,verified_V_effect,0.04174703359603882,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,0,path_sufficiency,0.031605064868927,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,0,path_necessity_loss,0.026408255100250244,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,1,path_sufficiency,0.009219527244567871,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,1,path_necessity_loss,-0.00034332275390625,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,2,path_sufficiency,-0.0007939338684082031,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,2,path_necessity_loss,-0.008604288101196289,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,3,path_sufficiency,0.014168262481689453,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,3,path_necessity_loss,0.020480871200561523,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,4,path_sufficiency,-0.009856760501861572,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,4,path_necessity_loss,-0.012076735496520996,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,5,path_sufficiency,0.007193624973297119,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,5,path_necessity_loss,0.003416299819946289,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,6,path_sufficiency,0.002113163471221924,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,6,path_necessity_loss,-0.011927127838134766,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,all7,path_sufficiency,0.04174703359603882,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,all7,path_necessity_loss,0.04174703359603882,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,Q7_Q27,path_sufficiency,-0.0,0.0
2,task_002,canonical_impl,canonical,canonical_test,0,Q7_Q27,path_necessity_loss,0.0,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,full_KV0_B5,verified_V_effect,0.04900407791137695,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,0,path_sufficiency,0.04037773609161377,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,0,path_necessity_loss,0.037642598152160645,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,1,path_sufficiency,-0.003261566162109375,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,1,path_necessity_loss,-0.0006132125854492188,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,2,path_sufficiency,-0.001971006393432617,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,2,path_necessity_loss,-0.003912806510925293,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,3,path_sufficiency,0.019631385803222656,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,3,path_necessity_loss,0.016974210739135742,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,4,path_sufficiency,-0.013127803802490234,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,4,path_necessity_loss,-0.015086650848388672,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,5,path_sufficiency,0.021810054779052734,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,5,path_necessity_loss,0.014371037483215332,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,6,path_sufficiency,-0.0042362213134765625,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,6,path_necessity_loss,-0.008904099464416504,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,all7,path_sufficiency,0.04900407791137695,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,all7,path_necessity_loss,0.04900407791137695,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,Q7_Q27,path_sufficiency,0.0,0.0
2,task_002,paraphrase_test,paraphrase,paraphrase_impl,1,Q7_Q27,path_necessity_loss,0.0,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,full_KV0_B5,verified_V_effect,0.07923722267150879,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,0,path_sufficiency,0.05072581768035889,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,0,path_necessity_loss,0.049951374530792236,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,1,path_sufficiency,0.0006361603736877441,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,1,path_necessity_loss,-0.0012062788009643555,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,2,path_sufficiency,-0.004711806774139404,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,2,path_necessity_loss,-0.007143139839172363,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,3,path_sufficiency,0.02807372808456421,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,3,path_necessity_loss,0.02609395980834961,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,4,path_sufficiency,-0.006238043308258057,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,4,path_necessity_loss,-0.015498876571655273,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,5,path_sufficiency,0.013536334037780762,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,5,path_necessity_loss,0.010022640228271484,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,6,path_sufficiency,-0.006473422050476074,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,6,path_necessity_loss,-0.00947415828704834,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,all7,path_sufficiency,0.07923722267150879,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,all7,path_necessity_loss,0.07923722267150879,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,Q7_Q27,path_sufficiency,-0.0,0.0
2,task_002,paraphrase_impl,paraphrase,paraphrase_test,0,Q7_Q27,path_necessity_loss,0.0,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,full_KV0_B5,verified_V_effect,0.0300753116607666,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,0,path_sufficiency,0.024283885955810547,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,0,path_necessity_loss,0.02360057830810547,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,1,path_sufficiency,0.002189040184020996,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,1,path_necessity_loss,0.00572514533996582,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,2,path_sufficiency,0.0039288997650146484,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,2,path_necessity_loss,0.010865449905395508,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,3,path_sufficiency,0.007589578628540039,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,3,path_necessity_loss,0.015391111373901367,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,4,path_sufficiency,0.005018353462219238,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,4,path_necessity_loss,-0.006696820259094238,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,5,path_sufficiency,0.0077239274978637695,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,5,path_necessity_loss,0.0058661699295043945,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,6,path_sufficiency,0.005552172660827637,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,6,path_necessity_loss,0.010212063789367676,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,all7,path_sufficiency,0.0300753116607666,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,all7,path_necessity_loss,0.0300753116607666,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,Q7_Q27,path_sufficiency,0.0,0.0
3,task_003,canonical_test,canonical,canonical_impl,1,Q7_Q27,path_necessity_loss,0.0,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,full_KV0_B5,verified_V_effect,0.06501293182373047,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,0,path_sufficiency,0.046665072441101074,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,0,path_necessity_loss,0.04292351007461548,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,1,path_sufficiency,0.0032346248626708984,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,1,path_necessity_loss,0.0027877092361450195,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,2,path_sufficiency,-0.01021653413772583,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,2,path_necessity_loss,-0.009408533573150635,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,3,path_sufficiency,0.03149557113647461,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,3,path_necessity_loss,0.03020411729812622,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,4,path_sufficiency,-0.01131528615951538,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,4,path_necessity_loss,-0.00924462080001831,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,5,path_sufficiency,0.013366758823394775,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,5,path_necessity_loss,0.014431893825531006,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,6,path_sufficiency,-0.01084977388381958,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,6,path_necessity_loss,0.0008431673049926758,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,all7,path_sufficiency,0.06501293182373047,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,all7,path_necessity_loss,0.06501293182373047,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,Q7_Q27,path_sufficiency,-0.0,0.0
3,task_003,canonical_impl,canonical,canonical_test,0,Q7_Q27,path_necessity_loss,0.0,0.0
