partition,task_id,family,wording,label,anchor,anchor_local_index,prompt_position,offset_from_generation_boundary,token_id,token,decoded
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ISSUE_END,3,83,-56,2176,Ġboth, both
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ISSUE_END,4,84,-55,2500,Ġavailable, available
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ISSUE_END,5,85,-54,382,.ĊĊ,".

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,DETAIL_END,0,93,-46,1459,Ġpoint, point
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,DETAIL_END,1,94,-45,374,Ġis, is
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,DETAIL_END,2,95,-44,1565,Ġ`, `
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,DETAIL_END,3,96,-43,8966,route,route
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,DETAIL_END,4,97,-42,7893,_request,_request
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,DETAIL_END,5,98,-41,62338,`.ĊĊ,"`.

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION0_END,0,113,-26,55587,_router,_router
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION0_END,1,114,-25,17932,_edge,_edge
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION0_END,2,115,-24,62,_,_
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION0_END,3,116,-23,15,0,0
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION0_END,4,117,-22,17,2,2
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION0_END,5,118,-21,1138,""")Ċ",""")
"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION1_END,0,121,-18,2458,_file,_file
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION1_END,1,122,-17,445,"(""","("""
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION1_END,2,123,-16,3548,src,src
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION1_END,3,124,-15,18546,/router,/router
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION1_END,4,125,-14,7197,.py,.py
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,ACTION1_END,5,126,-13,5130,""")ĊĊ",""")

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,FINAL_INSTRUCTION_END,0,128,-11,279,Ġthe, the
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,FINAL_INSTRUCTION_END,1,129,-10,3175,Ġsingle, single
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,FINAL_INSTRUCTION_END,2,130,-9,1790,Ġnext, next
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,FINAL_INSTRUCTION_END,3,131,-8,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,FINAL_INSTRUCTION_END,4,132,-7,1431,Ġnow, now
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,FINAL_INSTRUCTION_END,5,133,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,USER_END,0,129,-10,3175,Ġsingle, single
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,USER_END,1,130,-9,1790,Ġnext, next
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,USER_END,2,131,-8,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,USER_END,3,132,-7,1431,Ġnow, now
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,USER_END,4,133,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,USER_END,5,134,-5,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,GENERATION_BOUNDARY,0,133,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,GENERATION_BOUNDARY,1,134,-5,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,GENERATION_BOUNDARY,2,135,-4,198,Ċ,"
"
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,GENERATION_BOUNDARY,3,136,-3,151644,<|im_start|>,<|im_start|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,GENERATION_BOUNDARY,4,137,-2,77091,assistant,assistant
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,GENERATION_BOUNDARY,5,138,-1,198,Ċ,"
"
confirmation,exp12_test_edit_02,test_edit,canonical,1,SKILL_END,0,31,-108,279,Ġthe, the
confirmation,exp12_test_edit_02,test_edit,canonical,1,SKILL_END,1,32,-107,17112,Ġtargeted, targeted
confirmation,exp12_test_edit_02,test_edit,canonical,1,SKILL_END,2,33,-106,1273,Ġtest, test
confirmation,exp12_test_edit_02,test_edit,canonical,1,SKILL_END,3,34,-105,1172,Ġonly, only
confirmation,exp12_test_edit_02,test_edit,canonical,1,SKILL_END,4,35,-104,47943,Ġafterward, afterward
confirmation,exp12_test_edit_02,test_edit,canonical,1,SKILL_END,5,36,-103,382,.ĊĊ,".

"
confirmation,exp12_test_edit_02,test_edit,canonical,1,SYSTEM_END,0,43,-96,29130,Ġdeciding, deciding
confirmation,exp12_test_edit_02,test_edit,canonical,1,SYSTEM_END,1,44,-95,279,Ġthe, the
confirmation,exp12_test_edit_02,test_edit,canonical,1,SYSTEM_END,2,45,-94,1156,Ġfirst, first
confirmation,exp12_test_edit_02,test_edit,canonical,1,SYSTEM_END,3,46,-93,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,canonical,1,SYSTEM_END,4,47,-92,13,.,.
confirmation,exp12_test_edit_02,test_edit,canonical,1,SYSTEM_END,5,48,-91,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,canonical,1,ISSUE_END,0,80,-59,17112,Ġtargeted, targeted
confirmation,exp12_test_edit_02,test_edit,canonical,1,ISSUE_END,1,81,-58,1273,Ġtest, test
confirmation,exp12_test_edit_02,test_edit,canonical,1,ISSUE_END,2,82,-57,525,Ġare, are
confirmation,exp12_test_edit_02,test_edit,canonical,1,ISSUE_END,3,83,-56,2176,Ġboth, both
confirmation,exp12_test_edit_02,test_edit,canonical,1,ISSUE_END,4,84,-55,2500,Ġavailable, available
confirmation,exp12_test_edit_02,test_edit,canonical,1,ISSUE_END,5,85,-54,382,.ĊĊ,".

"
confirmation,exp12_test_edit_02,test_edit,canonical,1,DETAIL_END,0,93,-46,1459,Ġpoint, point
confirmation,exp12_test_edit_02,test_edit,canonical,1,DETAIL_END,1,94,-45,374,Ġis, is
confirmation,exp12_test_edit_02,test_edit,canonical,1,DETAIL_END,2,95,-44,1565,Ġ`, `
confirmation,exp12_test_edit_02,test_edit,canonical,1,DETAIL_END,3,96,-43,8966,route,route
confirmation,exp12_test_edit_02,test_edit,canonical,1,DETAIL_END,4,97,-42,7893,_request,_request
confirmation,exp12_test_edit_02,test_edit,canonical,1,DETAIL_END,5,98,-41,62338,`.ĊĊ,"`.

"
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION0_END,0,113,-26,55587,_router,_router
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION0_END,1,114,-25,17932,_edge,_edge
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION0_END,2,115,-24,62,_,_
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION0_END,3,116,-23,15,0,0
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION0_END,4,117,-22,17,2,2
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION0_END,5,118,-21,1138,""")Ċ",""")
"
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION1_END,0,121,-18,2458,_file,_file
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION1_END,1,122,-17,445,"(""","("""
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION1_END,2,123,-16,3548,src,src
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION1_END,3,124,-15,18546,/router,/router
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION1_END,4,125,-14,7197,.py,.py
confirmation,exp12_test_edit_02,test_edit,canonical,1,ACTION1_END,5,126,-13,5130,""")ĊĊ",""")

"
confirmation,exp12_test_edit_02,test_edit,canonical,1,FINAL_INSTRUCTION_END,0,128,-11,279,Ġthe, the
confirmation,exp12_test_edit_02,test_edit,canonical,1,FINAL_INSTRUCTION_END,1,129,-10,3175,Ġsingle, single
confirmation,exp12_test_edit_02,test_edit,canonical,1,FINAL_INSTRUCTION_END,2,130,-9,1790,Ġnext, next
confirmation,exp12_test_edit_02,test_edit,canonical,1,FINAL_INSTRUCTION_END,3,131,-8,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,canonical,1,FINAL_INSTRUCTION_END,4,132,-7,1431,Ġnow, now
confirmation,exp12_test_edit_02,test_edit,canonical,1,FINAL_INSTRUCTION_END,5,133,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,canonical,1,USER_END,0,129,-10,3175,Ġsingle, single
confirmation,exp12_test_edit_02,test_edit,canonical,1,USER_END,1,130,-9,1790,Ġnext, next
confirmation,exp12_test_edit_02,test_edit,canonical,1,USER_END,2,131,-8,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,canonical,1,USER_END,3,132,-7,1431,Ġnow, now
confirmation,exp12_test_edit_02,test_edit,canonical,1,USER_END,4,133,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,canonical,1,USER_END,5,134,-5,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,canonical,1,GENERATION_BOUNDARY,0,133,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,canonical,1,GENERATION_BOUNDARY,1,134,-5,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,canonical,1,GENERATION_BOUNDARY,2,135,-4,198,Ċ,"
"
confirmation,exp12_test_edit_02,test_edit,canonical,1,GENERATION_BOUNDARY,3,136,-3,151644,<|im_start|>,<|im_start|>
confirmation,exp12_test_edit_02,test_edit,canonical,1,GENERATION_BOUNDARY,4,137,-2,77091,assistant,assistant
confirmation,exp12_test_edit_02,test_edit,canonical,1,GENERATION_BOUNDARY,5,138,-1,198,Ċ,"
"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SKILL_END,0,32,-108,1273,Ġtest, test
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SKILL_END,1,33,-107,3080,Ġuntil, until
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SKILL_END,2,34,-106,1283,Ġafter, after
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SKILL_END,3,35,-105,429,Ġthat, that
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SKILL_END,4,36,-104,25683,Ġinspection, inspection
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SKILL_END,5,37,-103,382,.ĊĊ,".

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SYSTEM_END,0,44,-96,29130,Ġdeciding, deciding
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SYSTEM_END,1,45,-95,279,Ġthe, the
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SYSTEM_END,2,46,-94,1156,Ġfirst, first
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SYSTEM_END,3,47,-93,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SYSTEM_END,4,48,-92,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,SYSTEM_END,5,49,-91,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ISSUE_END,0,81,-59,17112,Ġtargeted, targeted
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ISSUE_END,1,82,-58,1273,Ġtest, test
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ISSUE_END,2,83,-57,525,Ġare, are
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ISSUE_END,3,84,-56,2176,Ġboth, both
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ISSUE_END,4,85,-55,2500,Ġavailable, available
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ISSUE_END,5,86,-54,382,.ĊĊ,".

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,DETAIL_END,0,94,-46,1459,Ġpoint, point
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,DETAIL_END,1,95,-45,374,Ġis, is
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,DETAIL_END,2,96,-44,1565,Ġ`, `
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,DETAIL_END,3,97,-43,8966,route,route
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,DETAIL_END,4,98,-42,7893,_request,_request
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,DETAIL_END,5,99,-41,62338,`.ĊĊ,"`.

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION0_END,0,114,-26,55587,_router,_router
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION0_END,1,115,-25,17932,_edge,_edge
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION0_END,2,116,-24,62,_,_
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION0_END,3,117,-23,15,0,0
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION0_END,4,118,-22,17,2,2
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION0_END,5,119,-21,1138,""")Ċ",""")
"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION1_END,0,122,-18,2458,_file,_file
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION1_END,1,123,-17,445,"(""","("""
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION1_END,2,124,-16,3548,src,src
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION1_END,3,125,-15,18546,/router,/router
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION1_END,4,126,-14,7197,.py,.py
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,ACTION1_END,5,127,-13,5130,""")ĊĊ",""")

"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,FINAL_INSTRUCTION_END,0,129,-11,279,Ġthe, the
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,FINAL_INSTRUCTION_END,1,130,-10,3175,Ġsingle, single
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,FINAL_INSTRUCTION_END,2,131,-9,1790,Ġnext, next
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,FINAL_INSTRUCTION_END,3,132,-8,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,FINAL_INSTRUCTION_END,4,133,-7,1431,Ġnow, now
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,FINAL_INSTRUCTION_END,5,134,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,USER_END,0,130,-10,3175,Ġsingle, single
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,USER_END,1,131,-9,1790,Ġnext, next
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,USER_END,2,132,-8,1917,Ġaction, action
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,USER_END,3,133,-7,1431,Ġnow, now
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,USER_END,4,134,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,USER_END,5,135,-5,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,GENERATION_BOUNDARY,0,134,-6,13,.,.
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,GENERATION_BOUNDARY,1,135,-5,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,GENERATION_BOUNDARY,2,136,-4,198,Ċ,"
"
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,GENERATION_BOUNDARY,3,137,-3,151644,<|im_start|>,<|im_start|>
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,GENERATION_BOUNDARY,4,138,-2,77091,assistant,assistant
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,GENERATION_BOUNDARY,5,139,-1,198,Ċ,"
"
confirmation,exp12_test_edit_04,test_edit,canonical,0,SKILL_END,0,35,-109,1172,Ġonly, only
confirmation,exp12_test_edit_04,test_edit,canonical,0,SKILL_END,1,36,-108,1283,Ġafter, after
confirmation,exp12_test_edit_04,test_edit,canonical,0,SKILL_END,2,37,-107,279,Ġthe, the
confirmation,exp12_test_edit_04,test_edit,canonical,0,SKILL_END,3,38,-106,1273,Ġtest, test
confirmation,exp12_test_edit_04,test_edit,canonical,0,SKILL_END,4,39,-105,1102,Ġresult, result
confirmation,exp12_test_edit_04,test_edit,canonical,0,SKILL_END,5,40,-104,382,.ĊĊ,".

"
confirmation,exp12_test_edit_04,test_edit,canonical,0,SYSTEM_END,0,47,-97,29130,Ġdeciding, deciding
confirmation,exp12_test_edit_04,test_edit,canonical,0,SYSTEM_END,1,48,-96,279,Ġthe, the
confirmation,exp12_test_edit_04,test_edit,canonical,0,SYSTEM_END,2,49,-95,1156,Ġfirst, first
confirmation,exp12_test_edit_04,test_edit,canonical,0,SYSTEM_END,3,50,-94,1917,Ġaction, action
confirmation,exp12_test_edit_04,test_edit,canonical,0,SYSTEM_END,4,51,-93,13,.,.
confirmation,exp12_test_edit_04,test_edit,canonical,0,SYSTEM_END,5,52,-92,151645,<|im_end|>,<|im_end|>
confirmation,exp12_test_edit_04,test_edit,canonical,0,ISSUE_END,0,84,-60,17112,Ġtargeted, targeted
confirmation,exp12_test_edit_04,test_edit,canonical,0,ISSUE_END,1,85,-59,1273,Ġtest, test
confirmation,exp12_test_edit_04,test_edit,canonical,0,ISSUE_END,2,86,-58,525,Ġare, are
confirmation,exp12_test_edit_04,test_edit,canonical,0,ISSUE_END,3,87,-57,2176,Ġboth, both
confirmation,exp12_test_edit_04,test_edit,canonical,0,ISSUE_END,4,88,-56,2500,Ġavailable, available
confirmation,exp12_test_edit_04,test_edit,canonical,0,ISSUE_END,5,89,-55,382,.ĊĊ,".

"
confirmation,exp12_test_edit_04,test_edit,canonical,0,DETAIL_END,0,97,-47,1459,Ġpoint, point
confirmation,exp12_test_edit_04,test_edit,canonical,0,DETAIL_END,1,98,-46,374,Ġis, is
confirmation,exp12_test_edit_04,test_edit,canonical,0,DETAIL_END,2,99,-45,1565,Ġ`, `
confirmation,exp12_test_edit_04,test_edit,canonical,0,DETAIL_END,3,100,-44,28630,schedule,schedule
confirmation,exp12_test_edit_04,test_edit,canonical,0,DETAIL_END,4,101,-43,20298,_job,_job
confirmation,exp12_test_edit_04,test_edit,canonical,0,DETAIL_END,5,102,-42,62338,`.ĊĊ,"`.

"
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION0_END,0,117,-27,53646,_scheduler,_scheduler
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION0_END,1,118,-26,17932,_edge,_edge
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION0_END,2,119,-25,62,_,_
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION0_END,3,120,-24,15,0,0
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION0_END,4,121,-23,19,4,4
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION0_END,5,122,-22,1138,""")Ċ",""")
"
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION1_END,0,126,-18,445,"(""","("""
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION1_END,1,127,-17,3548,src,src
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION1_END,2,128,-16,2687,/s,/s
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION1_END,3,129,-15,15222,cheduler,cheduler
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION1_END,4,130,-14,7197,.py,.py
confirmation,exp12_test_edit_04,test_edit,canonical,0,ACTION1_END,5,131,-13,5130,""")ĊĊ",""")

"
