phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value,selected_anchor,runner_up_anchor,reader_leakage_ratio,reader_baseline_margin_diff,reader_verified_v_diff,donor_selected_anchor
confirmation,exp12_test_edit_02,test_edit,canonical,0,paraphrase,0,same_state_cross_wording,USER_END,same_state_selected_V_control,0.010945772752165794,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.08909127488732338,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.03801758401095867,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.026006054133176804,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.07056568935513496,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.07658673822879791,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.026784352958202362,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.00742708332836628,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.03801758401095867,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.08256090432405472,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_necessity,0.09028864838182926,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.06201786547899246,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.062409425154328346,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.03801758401095867,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_necessity,0.03801758401095867,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.046547986567020416,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.10742403380572796,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,paraphrase,0,canonical,0,same_state_cross_wording,USER_END,same_state_selected_V_control,-0.00805743969976902,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.13412919640541077,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.11947961151599884,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.08755703270435333,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.0651988834142685,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.06013931334018707,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.013753816485404968,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.002515368163585663,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.11947961151599884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.13611184060573578,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_necessity,0.12254643440246582,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.010056361556053162,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.03186485171318054,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.11947961151599884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_necessity,0.11947961151599884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.09767525643110275,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.048452362418174744,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,canonical,1,paraphrase,1,same_state_cross_wording,USER_END,same_state_selected_V_control,0.0077212899923324585,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.19926241040229797,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.12597355246543884,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.16866670548915863,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.04958269000053406,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.017777826637029648,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.0012805312871932983,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,-0.00017374753952026367,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.12597355246543884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.13598541915416718,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_necessity,0.12452596426010132,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.02849997580051422,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.02584114670753479,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.12597355246543884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_necessity,0.12597355246543884,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.12617354094982147,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.20687846839427948,,,,,,USER_END
confirmation,exp12_test_edit_02,test_edit,paraphrase,1,canonical,1,same_state_cross_wording,USER_END,same_state_selected_V_control,-0.009280487895011902,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.1648403275758028,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.07036595046520233,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.10280381515622139,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.03100922703742981,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.06214268133044243,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.015847286209464073,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.0017274199053645134,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.07036595046520233,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.0946942288428545,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_target_necessity,0.1015702337026596,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.04682141728699207,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.06258876249194145,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.07036595046520233,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_all7_necessity,0.07036595046520233,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,0,paraphrase,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.06271579302847385,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,canonical,0,paraphrase,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.04733707569539547,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,canonical,0,paraphrase,0,same_state_cross_wording,USER_END,same_state_selected_V_control,0.007728101685643196,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_H20_residual_effect,0.09282754734158516,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_sufficiency,0.053792400285601616,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,selected_V_necessity_loss,0.03094344772398472,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,-0.03972761146724224,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,0.05562254413962364,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.007797593250870705,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.022014454938471317,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_verified_v_effect,0.053792400285601616,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_sufficiency,0.09292149916291237,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_target_necessity,0.08513707295060158,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.03919922187924385,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_negative_necessity,-0.04672565869987011,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_sufficiency,0.053792400285601616,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_all7_necessity,0.053792400285601616,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.05394042655825615,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,canonical,1,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.10790757834911346,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,paraphrase,0,canonical,0,same_state_cross_wording,USER_END,same_state_selected_V_control,0.0009913835674524307,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.11576027423143387,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.10290933400392532,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.0746368020772934,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.058134518563747406,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.05606013163924217,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,-0.0001979619264602661,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,0.0023523345589637756,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.10290933400392532,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.10806647688150406,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_target_necessity,0.11433810740709305,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.012540481984615326,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.029516443610191345,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.10290933400392532,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_all7_necessity,0.10290933400392532,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.08611297607421875,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,canonical,1,paraphrase,0,opposite_cross_wording,USER_END,cross_selected_V_necessity_loss,0.05257337540388107,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,canonical,1,paraphrase,1,same_state_cross_wording,USER_END,same_state_selected_V_control,0.008992552757263184,,,,,,USER_END
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_H20_residual_effect,0.16579286009073257,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_sufficiency,0.09910488873720169,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,selected_V_necessity_loss,0.13413766771554947,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_V_sufficiency,0.042411498725414276,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,OLD_ABSOLUTE,old_absolute_local_V_necessity_loss,-0.03087720274925232,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_sufficiency,0.002097383141517639,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,runner_up_V_necessity_loss,-0.0020322203636169434,USER_END,ACTION0_END,,,,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_verified_v_effect,0.09910488873720169,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_sufficiency,0.10788341611623764,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_target_necessity,0.10647698491811752,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_sufficiency,-0.0166897252202034,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_negative_necessity,-0.025389865040779114,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_sufficiency,0.09910488873720169,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_all7_necessity,0.09910488873720169,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_sufficiency,-0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,reader_non_kv0_necessity,0.0,USER_END,ACTION0_END,0.0,0.0,0.0,
confirmation,exp12_test_edit_04,test_edit,paraphrase,1,canonical,0,opposite_cross_wording,USER_END,cross_selected_V_sufficiency,0.09997492283582687,,,,,,USER_END
